date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:36:20	77457/77457	---MCZ	200	added ('OK')	text/html	etag:W/%22a9adc228d305a53a0cdf3b9e9a0dc942%22	https://credesign.vercel.app/multiPage/index4.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/index4.html	(from )
22:36:20	1473/1473	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Mar%202024%2017:06:22%20GMT	https://credesign.vercel.app/robots.txt		(from )
22:36:20	15406/15406	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22db68d6481a7159abc9ef3b1562d22394%22	https://credesign.vercel.app/multiPage/img/favicon.ico	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/img/favicon.ico	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:21	232691/232691	---MCZ	200	added ('OK')	text/css	etag:W/%22d603cfa239a34ac65af566681e7aa3e7%22	https://credesign.vercel.app/multiPage/css/bootstrap.min.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/bootstrap.min.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:21	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2230b593b71d7672658f89bfea0ab360c9%22	https://credesign.vercel.app/multiPage/css/magnific-popup.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/magnific-popup.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:21	4744/4744	---MCZ	200	added ('OK')	text/css	etag:W/%22c8322bd5bffc8e2856f2cbcd03c61d18%22	https://credesign.vercel.app/multiPage/css/owl.carousel.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/owl.carousel.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:21	1013/1013	---MCZ	200	added ('OK')	text/css	etag:W/%22594b81805a98b267e47c70a8fad30d9f%22	https://credesign.vercel.app/multiPage/css/owl.theme.default.min.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/owl.theme.default.min.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:22	2613/2613	---MCZ	200	added ('OK')	text/css	etag:W/%22258dc9a657edfcfc99de35a8a2fbda98%22	https://credesign.vercel.app/multiPage/css/meanmenu.min.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/meanmenu.min.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:22	12690/12690	---MCZ	200	added ('OK')	text/css	etag:W/%22442c789a651d12d14ff07e71d000d45f%22	https://credesign.vercel.app/multiPage/css/jquery.animatedheadline.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/jquery.animatedheadline.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:22	512/512	---M--	200	added ('OK')	text/css	etag:%2263d4211f9ab0b6efd4d232229ecdba7d%22	https://credesign.vercel.app/multiPage/css/jquery.lineProgressbar.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/jquery.lineProgressbar.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:22	102025/102025	---MCZ	200	added ('OK')	text/css	etag:W/%22ded1c367363e8b20bdc6a19b8350a737%22	https://credesign.vercel.app/multiPage/css/all.min.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/all.min.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:23	26053/26053	---MCZ	200	added ('OK')	text/css	etag:W/%22847da8fca8060ca1a70f976aab1210b9%22	https://credesign.vercel.app/multiPage/css/aos.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/aos.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:23	6138/6138	---MCZ	200	added ('OK')	text/css	etag:W/%22112272e51c80ffe5bd01becd2ce7d656%22	https://credesign.vercel.app/multiPage/css/normalize.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/normalize.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:23	47199/47199	---MCZ	200	added ('OK')	text/css	etag:W/%22c215149f2ecabc3d4111464c99782dfd%22	https://credesign.vercel.app/multiPage/css/style.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/style.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:23	26712/26712	---MCZ	200	added ('OK')	text/css	etag:W/%22ca3ffbb1564840c6486fd28a03ec0443%22	https://credesign.vercel.app/multiPage/css/responsive.css	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/css/responsive.css	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:23	89391/89391	---MCZ	200	added ('OK')	text/html	etag:W/%22c5fc95d80665917885d1d51fd0b5235a%22	https://credesign.vercel.app/multiPage/index.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/index.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:24	67809/67809	---MCZ	200	added ('OK')	text/html	etag:W/%22c5dde4bb183637b1987d1f42c0e038bd%22	https://credesign.vercel.app/multiPage/index2.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/index2.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:24	81985/81985	---MCZ	200	added ('OK')	text/html	etag:W/%22198e8247a65ad9924cc764e1d341352e%22	https://credesign.vercel.app/multiPage/index3.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/index3.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:24	44921/44921	---MCZ	200	added ('OK')	text/html	etag:W/%22bedfbafd7c544484d6ac6875edd156cc%22	https://credesign.vercel.app/multiPage/about.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/about.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:25	26208/26208	---MCZ	200	added ('OK')	text/html	etag:W/%2274c62acee4369f632dbca5623e9716f5%22	https://credesign.vercel.app/multiPage/services.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/services.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:25	26217/26217	---MCZ	200	added ('OK')	text/html	etag:W/%220209316518ff2cb10bd5817d70acfdd1%22	https://credesign.vercel.app/multiPage/servicesTwo.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/servicesTwo.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:25	26109/26109	---MCZ	200	added ('OK')	text/html	etag:W/%22ddb4f84a9a5142283ff5ab30afc8da32%22	https://credesign.vercel.app/multiPage/servicesDetails.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/servicesDetails.html	(from https://credesign.vercel.app/multiPage/index4.html)
22:36:25	44943/44943	---MCZ	200	added ('OK')	text/html	etag:W/%22ef851e4d8e9e859f4a63f7e61a4e9058%22	https://credesign.vercel.app/multiPage/resume.html	C:/My%20Web%20Sites/port4/credesign.vercel.app/multiPage/resume.html	(from https://credesign.vercel.app/multiPage/index4.html)
